Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(3, 0, 1, 2, 4), (0, 1, 3, 2, 4), (4, 2, 0, 3, 1), (1, 3, 4, 2, 0), (2, 4, 0, 3, 1), (0, 2, 4, 3, 1), (2, 1, 4, 0, 3), (2, 4, 0, 3, 1), (4, 2, 0, 1, 3), (0, 3, 4, 1, 2)]","(1, 0, 1, 0, 1)",0,"[0, 8, 4, 8, 4, 2, 0, 4, 4, 4, 6, 6, 0, 6, 6, 2, 6, 4, 0, 4, 6, 6, 4, 6, 0]","[0.0, 0.08, 0.04, 0.08, 0.04, 0.02, 0.0, 0.04, 0.04, 0.04, 0.06, 0.06, 0.0, 0.06, 0.06, 0.02, 0.06, 0.04, 0.0, 0.04, 0.06, 0.06, 0.04, 0.06, 0.0]","[8, 4, 8, 4, 2, 4, 4, 4, 6, 6, 6, 6, 2, 6, 4, 4, 6, 6, 4, 6]","[0.08, 0.04, 0.08, 0.04, 0.02, 0.04, 0.04, 0.04, 0.06, 0.06, 0.06, 0.06, 0.02, 0.06, 0.04, 0.04, 0.06, 0.06, 0.04, 0.06]","[0.15385 0.07692 0.15385 0.07692 0.07692 0.07692 0.07692 0.11538 0.11538
 0.07692]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[3, 1, 4, 1, 1, 1, 2, 1, 2, 4, 3, 3, 0, 3, 1, 1, 2, 1, 4, 2, 2, 2, 4, 0, 2]","[0.06, 0.02, 0.08, 0.02, 0.02, 0.02, 0.04, 0.02, 0.04, 0.08, 0.06, 0.06, 0.0, 0.06, 0.02, 0.02, 0.04, 0.02, 0.08, 0.04, 0.04, 0.04, 0.08, 0.0, 0.04]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)"
"[(0, 3, 1, 2, 4), (0, 3, 2, 4, 1), (0, 2, 1, 4, 3), (0, 3, 2, 1, 4), (2, 0, 3, 4, 1), (3, 0, 1, 2, 4), (0, 2, 3, 4, 1), (0, 2, 3, 1, 4), (0, 3, 1, 4, 2), (0, 3, 1, 4, 2)]","(1, 0, 1, 1, 0)",0,"[0, 10, 9, 9, 10, 0, 0, 4, 1, 7, 1, 6, 0, 4, 8, 1, 9, 6, 0, 9, 0, 3, 2, 1, 0]","[0.0, 0.1, 0.09, 0.09, 0.1, 0.0, 0.0, 0.04, 0.01, 0.07, 0.01, 0.06, 0.0, 0.04, 0.08, 0.01, 0.09, 0.06, 0.0, 0.09, 0.0, 0.03, 0.02, 0.01, 0.0]","[10, 9, 9, 10, 0, 4, 1, 7, 1, 6, 4, 8, 1, 9, 6, 9, 0, 3, 2, 1]","[0.1, 0.09, 0.09, 0.1, 0.0, 0.04, 0.01, 0.07, 0.01, 0.06, 0.04, 0.08, 0.01, 0.09, 0.06, 0.09, 0.0, 0.03, 0.02, 0.01]","[0.14085 0.12676 0.12676 0.14085 0.05634 0.01408 0.09859 0.05634 0.11268
 0.12676]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]","[8, 2, 0, 0, 0, 0, 0, 5, 2, 3, 1, 3, 2, 2, 2, 1, 5, 3, 0, 1, 0, 0, 0, 6, 4]","[0.16, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.04, 0.06, 0.02, 0.06, 0.04, 0.04, 0.04, 0.02, 0.1, 0.06, 0.0, 0.02, 0.0, 0.0, 0.0, 0.12, 0.08]","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)"
"[(4, 0, 3, 2, 1), (1, 4, 3, 0, 2), (4, 0, 1, 2, 3), (1, 0, 3, 4, 2), (3, 2, 4, 1, 0), (1, 2, 0, 3, 4), (0, 3, 2, 1, 4), (4, 2, 1, 0, 3), (4, 2, 1, 0, 3), (4, 0, 2, 1, 3)]","(1, 1, 0, 0, 1)",0,"[0, 4, 6, 8, 3, 6, 0, 4, 7, 4, 4, 6, 0, 5, 3, 2, 3, 5, 0, 4, 7, 6, 7, 6, 0]","[0.0, 0.04, 0.06, 0.08, 0.03, 0.06, 0.0, 0.04, 0.07, 0.04, 0.04, 0.06, 0.0, 0.05, 0.03, 0.02, 0.03, 0.05, 0.0, 0.04, 0.07, 0.06, 0.07, 0.06, 0.0]","[4, 6, 8, 3, 6, 4, 7, 4, 4, 6, 5, 3, 2, 3, 5, 4, 7, 6, 7, 6]","[0.04, 0.06, 0.08, 0.03, 0.06, 0.04, 0.07, 0.04, 0.04, 0.06, 0.05, 0.03, 0.02, 0.03, 0.05, 0.04, 0.07, 0.06, 0.07, 0.06]","[0.08333 0.125   0.16667 0.0625  0.08333 0.14583 0.08333 0.10417 0.0625
 0.08333]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 4, 1, 3, 1, 3, 0, 3, 3, 1, 0, 4, 2, 2, 2, 1, 1, 3, 1, 4, 5, 1, 1, 1, 2]","[0.02, 0.08, 0.02, 0.06, 0.02, 0.06, 0.0, 0.06, 0.06, 0.02, 0.0, 0.08, 0.04, 0.04, 0.04, 0.02, 0.02, 0.06, 0.02, 0.08, 0.1, 0.02, 0.02, 0.02, 0.04]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(0, 1, 4, 3, 2), (2, 1, 0, 3, 4), (3, 2, 4, 0, 1), (1, 3, 4, 2, 0), (4, 2, 3, 1, 0), (0, 1, 4, 2, 3), (1, 4, 2, 0, 3), (0, 1, 3, 4, 2), (1, 3, 4, 2, 0), (4, 1, 0, 3, 2)]","(1, 1, 1, 0, 0)",0,"[0, 4, 4, 6, 4, 6, 0, 7, 8, 7, 6, 3, 0, 4, 2, 4, 2, 6, 0, 5, 6, 3, 8, 5, 0]","[0.0, 0.04, 0.04, 0.06, 0.04, 0.06, 0.0, 0.07, 0.08, 0.07, 0.06, 0.03, 0.0, 0.04, 0.02, 0.04, 0.02, 0.06, 0.0, 0.05, 0.06, 0.03, 0.08, 0.05, 0.0]","[4, 4, 6, 4, 6, 7, 8, 7, 6, 3, 4, 2, 4, 2, 6, 5, 6, 3, 8, 5]","[0.04, 0.04, 0.06, 0.04, 0.06, 0.07, 0.08, 0.07, 0.06, 0.03, 0.04, 0.02, 0.04, 0.02, 0.06, 0.05, 0.06, 0.03, 0.08, 0.05]","[0.07843 0.07843 0.11765 0.07843 0.13725 0.15686 0.13725 0.07843 0.03922
 0.09804]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[3, 0, 2, 2, 3, 3, 5, 0, 1, 1, 1, 2, 1, 3, 3, 1, 2, 2, 3, 2, 2, 1, 5, 1, 1]","[0.06, 0.0, 0.04, 0.04, 0.06, 0.06, 0.1, 0.0, 0.02, 0.02, 0.02, 0.04, 0.02, 0.06, 0.06, 0.02, 0.04, 0.04, 0.06, 0.04, 0.04, 0.02, 0.1, 0.02, 0.02]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)"
"[(2, 3, 4, 1, 0), (2, 3, 4, 1, 0), (2, 4, 3, 1, 0), (2, 3, 4, 1, 0), (2, 3, 0, 4, 1), (2, 3, 4, 1, 0), (2, 3, 4, 0, 1), (3, 2, 4, 1, 0), (2, 1, 4, 3, 0), (3, 2, 4, 1, 0)]","(0, 0, 1, 1, 1)",0,"[0, 2, 0, 0, 1, 8, 0, 0, 1, 1, 10, 10, 0, 8, 10, 10, 9, 2, 0, 8, 9, 9, 0, 2, 0]","[0.0, 0.02, 0.0, 0.0, 0.01, 0.08, 0.0, 0.0, 0.01, 0.01, 0.1, 0.1, 0.0, 0.08, 0.1, 0.1, 0.09, 0.02, 0.0, 0.08, 0.09, 0.09, 0.0, 0.02, 0.0]","[2, 0, 0, 1, 8, 0, 1, 1, 10, 10, 8, 10, 10, 9, 2, 8, 9, 9, 0, 2]","[0.02, 0.0, 0.0, 0.01, 0.08, 0.0, 0.01, 0.01, 0.1, 0.1, 0.08, 0.1, 0.1, 0.09, 0.02, 0.08, 0.09, 0.09, 0.0, 0.02]","[0.06452 0.      0.      0.03226 0.      0.03226 0.03226 0.25806 0.32258
 0.25806]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 8, 0, 1, 0, 7, 2, 8, 2, 0, 0, 0, 2, 6, 1, 1, 0, 0, 1, 8, 1, 0]","[0.0, 0.0, 0.02, 0.02, 0.16, 0.0, 0.02, 0.0, 0.14, 0.04, 0.16, 0.04, 0.0, 0.0, 0.0, 0.04, 0.12, 0.02, 0.02, 0.0, 0.0, 0.02, 0.16, 0.02, 0.0]","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)"
"[(1, 3, 2, 4, 0), (1, 2, 3, 0, 4), (0, 3, 1, 4, 2), (2, 1, 4, 0, 3), (2, 3, 4, 1, 0), (2, 3, 1, 0, 4), (3, 2, 1, 4, 0), (2, 3, 0, 1, 4), (2, 3, 1, 4, 0), (3, 2, 1, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 2, 1, 2, 4, 8, 0, 3, 3, 9, 9, 7, 0, 6, 9, 8, 7, 4, 0, 9, 6, 1, 1, 1, 0]","[0.0, 0.02, 0.01, 0.02, 0.04, 0.08, 0.0, 0.03, 0.03, 0.09, 0.09, 0.07, 0.0, 0.06, 0.09, 0.08, 0.07, 0.04, 0.0, 0.09, 0.06, 0.01, 0.01, 0.01, 0.0]","[2, 1, 2, 4, 8, 3, 3, 9, 9, 7, 6, 9, 8, 7, 4, 9, 6, 1, 1, 1]","[0.02, 0.01, 0.02, 0.04, 0.08, 0.03, 0.03, 0.09, 0.09, 0.07, 0.06, 0.09, 0.08, 0.07, 0.04, 0.09, 0.06, 0.01, 0.01, 0.01]","[0.04167 0.02083 0.04167 0.08333 0.0625  0.0625  0.1875  0.125   0.1875
 0.1875 ]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 1, 3, 5, 2, 1, 5, 2, 0, 5, 3, 1, 0, 1, 2, 6, 1, 0, 1, 0, 0, 2, 5, 3]","[0.02, 0.0, 0.02, 0.06, 0.1, 0.04, 0.02, 0.1, 0.04, 0.0, 0.1, 0.06, 0.02, 0.0, 0.02, 0.04, 0.12, 0.02, 0.0, 0.02, 0.0, 0.0, 0.04, 0.1, 0.06]","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(0, 2, 1, 3, 4), (2, 4, 3, 1, 0), (2, 3, 0, 1, 4), (2, 4, 3, 0, 1), (2, 3, 4, 1, 0), (4, 2, 3, 0, 1), (0, 4, 2, 3, 1), (0, 1, 2, 4, 3), (2, 4, 0, 3, 1), (2, 0, 4, 3, 1)]","(1, 0, 1, 0, 1)",0,"[0, 8, 3, 5, 5, 2, 0, 1, 2, 3, 7, 9, 0, 10, 8, 5, 8, 0, 0, 3, 5, 7, 2, 7, 0]","[0.0, 0.08, 0.03, 0.05, 0.05, 0.02, 0.0, 0.01, 0.02, 0.03, 0.07, 0.09, 0.0, 0.1, 0.08, 0.05, 0.08, 0.0, 0.0, 0.03, 0.05, 0.07, 0.02, 0.07, 0.0]","[8, 3, 5, 5, 2, 1, 2, 3, 7, 9, 10, 8, 5, 8, 0, 3, 5, 7, 2, 7]","[0.08, 0.03, 0.05, 0.05, 0.02, 0.01, 0.02, 0.03, 0.07, 0.09, 0.1, 0.08, 0.05, 0.08, 0.0, 0.03, 0.05, 0.07, 0.02, 0.07]","[0.16667 0.0625  0.10417 0.10417 0.02083 0.04167 0.0625  0.20833 0.16667
 0.0625 ]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[3, 1, 2, 2, 2, 0, 1, 1, 3, 5, 6, 2, 2, 0, 0, 0, 2, 3, 4, 1, 1, 4, 2, 1, 2]","[0.06, 0.02, 0.04, 0.04, 0.04, 0.0, 0.02, 0.02, 0.06, 0.1, 0.12, 0.04, 0.04, 0.0, 0.0, 0.0, 0.04, 0.06, 0.08, 0.02, 0.02, 0.08, 0.04, 0.02, 0.04]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)"
"[(2, 4, 0, 3, 1), (4, 1, 2, 3, 0), (3, 4, 1, 2, 0), (3, 1, 2, 4, 0), (4, 2, 3, 1, 0), (3, 0, 2, 1, 4), (0, 3, 2, 1, 4), (0, 2, 4, 1, 3), (4, 3, 2, 0, 1), (2, 0, 3, 4, 1)]","(0, 0, 1, 1, 1)",0,"[0, 6, 3, 4, 4, 4, 0, 3, 2, 3, 7, 7, 0, 5, 6, 6, 8, 5, 0, 5, 6, 7, 4, 5, 0]","[0.0, 0.06, 0.03, 0.04, 0.04, 0.04, 0.0, 0.03, 0.02, 0.03, 0.07, 0.07, 0.0, 0.05, 0.06, 0.06, 0.08, 0.05, 0.0, 0.05, 0.06, 0.07, 0.04, 0.05, 0.0]","[6, 3, 4, 4, 4, 3, 2, 3, 7, 7, 5, 6, 6, 8, 5, 5, 6, 7, 4, 5]","[0.06, 0.03, 0.04, 0.04, 0.04, 0.03, 0.02, 0.03, 0.07, 0.07, 0.05, 0.06, 0.06, 0.08, 0.05, 0.05, 0.06, 0.07, 0.04, 0.05]","[0.14634 0.07317 0.09756 0.09756 0.07317 0.04878 0.07317 0.12195 0.14634
 0.12195]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[2, 2, 1, 1, 4, 0, 2, 1, 4, 3, 2, 2, 5, 1, 0, 3, 2, 2, 2, 1, 3, 2, 1, 2, 2]","[0.04, 0.04, 0.02, 0.02, 0.08, 0.0, 0.04, 0.02, 0.08, 0.06, 0.04, 0.04, 0.1, 0.02, 0.0, 0.06, 0.04, 0.04, 0.04, 0.02, 0.06, 0.04, 0.02, 0.04, 0.04]","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (1, 2, 4, 3, 0), (1, 4, 2, 0, 3), (1, 2, 4, 0, 3), (1, 4, 2, 0, 3), (4, 1, 2, 0, 3), (1, 4, 2, 0, 3), (1, 2, 4, 0, 3)]","(0, 1, 1, 0, 1)",0,"[0, 0, 0, 9, 0, 10, 0, 10, 10, 9, 10, 0, 0, 10, 3, 1, 0, 0, 0, 0, 10, 1, 7, 10, 0]","[0.0, 0.0, 0.0, 0.09, 0.0, 0.1, 0.0, 0.1, 0.1, 0.09, 0.1, 0.0, 0.0, 0.1, 0.03, 0.01, 0.0, 0.0, 0.0, 0.0, 0.1, 0.01, 0.07, 0.1, 0.0]","[0, 0, 9, 0, 10, 10, 10, 9, 10, 0, 10, 3, 1, 0, 0, 0, 10, 1, 7, 10]","[0.0, 0.0, 0.09, 0.0, 0.1, 0.1, 0.1, 0.09, 0.1, 0.0, 0.1, 0.03, 0.01, 0.0, 0.0, 0.0, 0.1, 0.01, 0.07, 0.1]","[0.      0.      0.17647 0.      0.19608 0.19608 0.17647 0.19608 0.05882
 0.     ]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 9, 1, 9, 1, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 1, 9, 1, 6, 3, 0, 0]","[0.0, 0.0, 0.0, 0.18, 0.02, 0.18, 0.02, 0.0, 0.0, 0.0, 0.0, 0.06, 0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.02, 0.12, 0.06, 0.0, 0.0]","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)"
"[(2, 0, 3, 4, 1), (3, 2, 4, 0, 1), (0, 4, 3, 2, 1), (4, 3, 1, 2, 0), (3, 4, 2, 1, 0), (4, 3, 1, 0, 2), (1, 2, 4, 0, 3), (4, 1, 3, 2, 0), (2, 4, 1, 0, 3), (2, 3, 4, 1, 0)]","(0, 0, 1, 1, 1)",0,"[0, 3, 2, 4, 2, 7, 0, 4, 3, 1, 8, 6, 0, 4, 5, 6, 7, 6, 0, 4, 8, 9, 5, 6, 0]","[0.0, 0.03, 0.02, 0.04, 0.02, 0.07, 0.0, 0.04, 0.03, 0.01, 0.08, 0.06, 0.0, 0.04, 0.05, 0.06, 0.07, 0.06, 0.0, 0.04, 0.08, 0.09, 0.05, 0.06, 0.0]","[3, 2, 4, 2, 7, 4, 3, 1, 8, 6, 4, 5, 6, 7, 6, 4, 8, 9, 5, 6]","[0.03, 0.02, 0.04, 0.02, 0.07, 0.04, 0.03, 0.01, 0.08, 0.06, 0.04, 0.05, 0.06, 0.07, 0.06, 0.04, 0.08, 0.09, 0.05, 0.06]","[0.09375 0.0625  0.125   0.0625  0.125   0.09375 0.03125 0.125   0.15625
 0.125  ]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 4, 4, 1, 1, 3, 2, 3, 3, 2, 1, 3, 1, 2, 3, 3, 0, 2, 3, 3, 3, 1, 0]","[0.02, 0.02, 0.0, 0.08, 0.08, 0.02, 0.02, 0.06, 0.04, 0.06, 0.06, 0.04, 0.02, 0.06, 0.02, 0.04, 0.06, 0.06, 0.0, 0.04, 0.06, 0.06, 0.06, 0.02, 0.0]","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(4, 1, 0, 2, 3), (0, 4, 1, 3, 2), (0, 3, 4, 1, 2), (0, 4, 2, 1, 3), (0, 4, 3, 1, 2), (0, 3, 4, 1, 2), (0, 4, 2, 1, 3), (0, 4, 1, 2, 3), (1, 0, 4, 2, 3), (0, 4, 3, 2, 1)]","(1, 1, 0, 0, 1)",0,"[0, 8, 10, 10, 9, 2, 0, 7, 6, 1, 0, 3, 0, 5, 0, 0, 4, 5, 0, 2, 1, 9, 10, 8, 0]","[0.0, 0.08, 0.1, 0.1, 0.09, 0.02, 0.0, 0.07, 0.06, 0.01, 0.0, 0.03, 0.0, 0.05, 0.0, 0.0, 0.04, 0.05, 0.0, 0.02, 0.01, 0.09, 0.1, 0.08, 0.0]","[8, 10, 10, 9, 2, 7, 6, 1, 0, 3, 5, 0, 0, 4, 5, 2, 1, 9, 10, 8]","[0.08, 0.1, 0.1, 0.09, 0.02, 0.07, 0.06, 0.01, 0.0, 0.03, 0.05, 0.0, 0.0, 0.04, 0.05, 0.02, 0.01, 0.09, 0.1, 0.08]","[0.13793 0.17241 0.17241 0.15517 0.12069 0.10345 0.01724 0.08621 0.
 0.03448]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[8, 1, 1, 0, 0, 1, 1, 2, 5, 1, 0, 0, 2, 4, 4, 0, 2, 2, 1, 5, 1, 6, 3, 0, 0]","[0.16, 0.02, 0.02, 0.0, 0.0, 0.02, 0.02, 0.04, 0.1, 0.02, 0.0, 0.0, 0.04, 0.08, 0.08, 0.0, 0.04, 0.04, 0.02, 0.1, 0.02, 0.12, 0.06, 0.0, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(1, 0, 0, 1, 1)"
"[(0, 2, 4, 3, 1), (4, 3, 1, 0, 2), (3, 4, 1, 2, 0), (1, 4, 2, 3, 0), (1, 3, 2, 4, 0), (2, 4, 1, 0, 3), (2, 3, 4, 1, 0), (2, 1, 4, 0, 3), (3, 2, 0, 4, 1), (1, 4, 3, 2, 0)]","(0, 1, 1, 0, 1)",0,"[0, 2, 2, 3, 2, 8, 0, 5, 5, 4, 8, 5, 0, 5, 6, 7, 5, 5, 0, 4, 8, 6, 4, 6, 0]","[0.0, 0.02, 0.02, 0.03, 0.02, 0.08, 0.0, 0.05, 0.05, 0.04, 0.08, 0.05, 0.0, 0.05, 0.06, 0.07, 0.05, 0.05, 0.0, 0.04, 0.08, 0.06, 0.04, 0.06, 0.0]","[2, 2, 3, 2, 8, 5, 5, 4, 8, 5, 5, 6, 7, 5, 5, 4, 8, 6, 4, 6]","[0.02, 0.02, 0.03, 0.02, 0.08, 0.05, 0.05, 0.04, 0.08, 0.05, 0.05, 0.06, 0.07, 0.05, 0.05, 0.04, 0.08, 0.06, 0.04, 0.06]","[0.05263 0.05263 0.07895 0.05263 0.13158 0.13158 0.10526 0.13158 0.15789
 0.10526]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 3, 5, 3, 1, 3, 1, 2, 3, 2, 2, 2, 1, 2, 3, 1, 2, 2, 1, 4, 3, 2, 0]","[0.02, 0.0, 0.02, 0.06, 0.1, 0.06, 0.02, 0.06, 0.02, 0.04, 0.06, 0.04, 0.04, 0.04, 0.02, 0.04, 0.06, 0.02, 0.04, 0.04, 0.02, 0.08, 0.06, 0.04, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)"
